what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1376767150799
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1376767156188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1376767167004
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1376767175300
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767206203
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1376767210100
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenu.project.gaeSettings",1376767213984
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenus.deployProjectAction",1376767213985
error,log,,,"Plug-in 'com.google.gdt.eclipse.appsmarketplace' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.appsmarketplace.popupMenus.addMarketplaceSupportAction",1376767213985
error,log,,,"Plug-in 'com.google.gdt.eclipse.managedapis' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.managedapis.popupMenu.project.apiImportProjectAction",1376767213985
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767224643
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767232407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767233036
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767249567
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenu.project.gaeSettings",1376767257249
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenus.deployProjectAction",1376767257250
error,log,,,"Plug-in 'com.google.gdt.eclipse.appsmarketplace' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.appsmarketplace.popupMenus.addMarketplaceSupportAction",1376767257250
error,log,,,"Plug-in 'com.google.gdt.eclipse.managedapis' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.managedapis.popupMenu.project.apiImportProjectAction",1376767257251
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767260462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767266988
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767273987
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767288824
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376767288951
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376767289057
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767290463
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767306065
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1376767308770
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767312191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767318992
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767356735
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767358520
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767360970
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1376767364067
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767374240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767376025
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1376767435215
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1376767439764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767497867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767501448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767559485
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767567826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767570902
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1376767572220
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenu.project.gaeSettings",1376767573755
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenus.deployProjectAction",1376767573755
error,log,,,"Plug-in 'com.google.gdt.eclipse.appsmarketplace' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.appsmarketplace.popupMenus.addMarketplaceSupportAction",1376767573755
error,log,,,"Plug-in 'com.google.gdt.eclipse.managedapis' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.gdt.eclipse.managedapis.popupMenu.project.apiImportProjectAction",1376767573756
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767576263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767605859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1376767605871
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376767606670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767614897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767666297
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767675095
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1376767678084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1376767680266
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767702863
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1376767707785
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1376767709928
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1376767709980
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1376767710319
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1376767710530
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1376767711097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767711134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767719524
started,bundle,org.eclipse.m2e.launching,1.1.0.20120530-0009,"org.eclipse.m2e.launching",1376767720207
opened,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1376767720400
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1376767720455
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1376767742488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767743883
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376767769954
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1376767771715
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenu.project.gaeSettings",1376767772751
error,log,,,"Plug-in 'com.google.appengine.eclipse.core' contributed an invalid Menu Extension (Path: 'com.google.gdt.eclipse.suite.popupMenu.project' is invalid): com.google.appengine.eclipse.core.popupMenus.deployProjectAction",1376767772751
